capture.png,Leaf___Healthy,0.86,2025-04-06T13:49:15.506631
capture.png,Leaf___Healthy,0.87,2025-04-06T13:49:16.551194
3.jpg,Leaf___Healthy,1.00,2025-04-06T13:49:28.285769
